Date,NIKKEI400
2017-08-07 00:00:00+00:00,0.00309917
2017-08-08 00:00:00+00:00,-0.00205973
2017-08-09 00:00:00+00:00,-0.01169591
2017-08-10 00:00:00+00:00,0.00069614
2017-08-14 00:00:00+00:00,-0.01217391
2017-08-15 00:00:00+00:00,0.01197183
2017-08-16 00:00:00+00:00,-0.00173974
2017-08-17 00:00:00+00:00,-0.00104566
2017-08-18 00:00:00+00:00,-0.01151431
2017-08-21 00:00:00+00:00,-0.00317684
2017-08-22 00:00:00+00:00,0.00106232
2017-08-23 00:00:00+00:00,0.00424478
2017-08-24 00:00:00+00:00,-0.00704473
2017-08-25 00:00:00+00:00,0.00425683
2017-08-28 00:00:00+00:00,0.00035323
2017-08-29 00:00:00+00:00,-0.00070621
2017-08-30 00:00:00+00:00,0.00636042
2017-08-31 00:00:00+00:00,0.00877809
2017-09-01 00:00:00+00:00,-0.00139557
2017-09-04 00:00:00+00:00,-0.02091321
2017-09-05 00:00:00+00:00,-0.00635593
2017-09-06 00:00:00+00:00,-0.00176803
2017-09-07 00:00:00+00:00,0.01098512
2017-09-08 00:00:00+00:00,-0.01443662
2017-09-11 00:00:00+00:00,0.01393355
2017-09-12 00:00:00+00:00,0.00916138
2017-09-13 00:00:00+00:00,0.00314246
2017-09-14 00:00:00+00:00,-0.00069614
2017-09-15 00:00:00+00:00,0.00417973
2017-09-19 00:00:00+00:00,0.01526188
2017-09-20 00:00:00+00:00,-0.00204988
2017-09-21 00:00:00+00:00,0.00342349
2017-09-22 00:00:00+00:00,-0.00068236
2017-09-25 00:00:00+00:00,0.00409696
2017-09-26 00:00:00+00:00,-0.00340020
2017-09-27 00:00:00+00:00,0.00750597
2017-09-28 00:00:00+00:00,0.00304775
2017-09-29 00:00:00+00:00,-0.00135044
2017-10-02 00:00:00+00:00,-0.00067613
2017-10-03 00:00:00+00:00,0.00608931
2017-10-04 00:00:00+00:00,0.00067249
2017-10-05 00:00:00+00:00,-0.00067204
2017-10-06 00:00:00+00:00,0.00201748
2017-10-10 00:00:00+00:00,0.00469799
2017-10-11 00:00:00+00:00,0.00066800
2017-10-12 00:00:00+00:00,0.00166889
2017-10-13 00:00:00+00:00,0.00666445
2017-10-16 00:00:00+00:00,0.00728236
2017-10-17 00:00:00+00:00,0.00262898
2017-10-18 00:00:00+00:00,-0.00065552
2017-10-19 00:00:00+00:00,0.00787143
2017-10-20 00:00:00+00:00,-0.00162707
2017-10-23 00:00:00+00:00,0.00977836
2017-10-24 00:00:00+00:00,0.00419626
2017-10-25 00:00:00+00:00,-0.00160720
2017-10-26 00:00:00+00:00,0.00193175
2017-10-27 00:00:00+00:00,0.00931877
2017-10-30 00:00:00+00:00,-0.00127348
2017-10-31 00:00:00+00:00,-0.00573797
2017-11-01 00:00:00+00:00,0.01474832
2017-11-02 00:00:00+00:00,0.00221169
2017-11-06 00:00:00+00:00,0.00472888
2017-11-07 00:00:00+00:00,0.01380609
2017-11-08 00:00:00+00:00,0.00030950
2017-11-09 00:00:00+00:00,-0.00247525
