Date,FTSEVIET
2024-02-06 00:00:00+00:00,0.00024660
2024-02-07 00:00:00+00:00,0.00430721
2024-02-08 00:00:00+00:00,0.00761511
2024-02-09 00:00:00+00:00,-0.00125038
2024-02-12 00:00:00+00:00,0.01031854
2024-02-13 00:00:00+00:00,-0.00086116
2024-02-14 00:00:00+00:00,0.00040196
2024-02-15 00:00:00+00:00,-0.00180339
2024-02-16 00:00:00+00:00,0.01420693
2024-02-17 00:00:00+00:00,0.00583825
2024-02-19 00:00:00+00:00,0.03772901
2024-02-20 00:00:00+00:00,0.00612455
2024-02-21 00:00:00+00:00,-0.00068245
2024-02-22 00:00:00+00:00,-0.03344195
2024-02-23 00:00:00+00:00,0.02846777
2024-02-26 00:00:00+00:00,-0.02720406
2024-02-27 00:00:00+00:00,0.03713310
2024-02-28 00:00:00+00:00,0.02471958
2024-02-29 00:00:00+00:00,0.00180049
2024-03-01 00:00:00+00:00,0.00443277
2024-03-04 00:00:00+00:00,0.01074510
2024-03-05 00:00:00+00:00,0.00804005
2024-03-06 00:00:00+00:00,-0.01049068
2024-03-07 00:00:00+00:00,0.01604692
2024-03-08 00:00:00+00:00,-0.01094630
2024-03-11 00:00:00+00:00,-0.03237434
2024-03-12 00:00:00+00:00,0.00393238
2024-03-13 00:00:00+00:00,0.02408626
2024-03-14 00:00:00+00:00,-0.00375071
2024-03-15 00:00:00+00:00,-0.00376353
2024-03-18 00:00:00+00:00,-0.00274026
2024-03-19 00:00:00+00:00,0.00179654
2024-03-20 00:00:00+00:00,0.00560367
2024-03-21 00:00:00+00:00,0.01285105
2024-03-22 00:00:00+00:00,0.00549771
2024-03-25 00:00:00+00:00,-0.00168062
2024-03-26 00:00:00+00:00,0.00850208
2024-03-27 00:00:00+00:00,0.00278893
2024-03-28 00:00:00+00:00,0.00754737
